Latitude,Longitude
40.83067777,-73.93617051
40.79317244,-73.93855756
40.78324062,-73.94682499
40.81602869,-73.93522718
40.85237109,-73.9346279
40.81021106,-73.93736779
40.72279973,-74.00513734
40.86390569,-73.92345961
40.80380188,-73.94788135
40.8216668,-73.9412049
40.81177647,-73.95742658
40.73578282,-73.97618103
40.85237109,-73.9346279
40.75011283,-73.99632948
40.86600811,-73.91940065
40.82153653,-73.95698316
40.72471676,-73.98038806
40.76438529,-73.96357211
40.72471676,-73.98038806
40.76070022,-73.95875873
40.76434928,-73.98830742
40.76438529,-73.96357211
40.72293378,-73.98863937
40.72493212,-73.99034192
40.72558259,-73.9898692
40.81281182,-73.94573927
40.72317298,-73.99395709
40.86301054,-73.92288943
40.72885144,-73.98828839
40.86265078,-73.91860575
40.72544239,-73.98766483
40.72454239,-73.99061256
40.72493212,-73.99034192
40.81937471,-73.94071557
40.73578282,-73.97618103
40.72844754,-73.98467686
40.86637626,-73.92826174
40.86637626,-73.92826174
40.82537981,-73.94005261
40.76410756,-73.98655665
40.81985224,-73.95243555
40.83588397,-73.94587585
40.72471676,-73.98038806
40.8487178,-73.93447968
40.72471676,-73.98038806
40.72544239,-73.98766483
40.86600811,-73.91940065
40.84424404,-73.93971755
40.85237109,-73.9346279
40.84204591,-73.9353428
40.85195695,-73.93046056
40.86460291,-73.92781534
40.82575561,-73.93961868
40.74965725,-74.00095642
40.72471676,-73.98038806
40.86225027,-73.92291562
40.72492389,-73.99036717
40.72426259,-73.99294321
40.86685084,-73.92359
40.77634819,-73.95217777
40.77575586,-73.98370918
40.86618344,-73.91893043
40.86600811,-73.91940065
40.79916755,-73.93001006
40.82959962,-73.94813938
40.82071873,-73.93900181
40.83598622,-73.9416765
40.83593678,-73.94160788
40.76011469,-73.99661049
40.73934142,-73.98432432
40.73515673,-74.00132066
40.78459564,-73.97765492
40.80093054,-73.96086484
40.81084167,-73.94695105
40.79043237,-73.97167618
40.72584322,-73.98862805
40.78645976,-73.98010987
40.72127925,-73.99916664
40.85429361,-73.93199803
40.82621029,-73.94315568
40.86596044,-73.92608568
40.71487,-73.99260512
40.72715852,-74.00034997
40.81954484,-73.94061787
40.72845741,-73.97786497
40.72589867,-74.00117255
40.79096743,-73.97100062
40.77537647,-73.94579505
40.77434439,-73.97947804
40.82864203,-73.94884836
40.76387031,-73.9669982
40.8463906,-73.94009873
40.82864203,-73.94884836
40.75002499,-73.99612737
40.81942407,-73.94620356
40.77788946,-73.95587761
40.85567264,-73.92941921
40.79688947,-73.93477267
40.79049726,-73.96792756
40.77418096,-73.94838834
40.72879276,-73.98060334
40.7993552,-73.94740446
40.85567264,-73.92941921
40.71811323,-73.98256528
40.8274507,-73.94274992
40.80128155,-73.95995082
40.75757272,-73.99057902
40.73993941,-73.98181619
40.80173259,-73.95496603
40.80236098,-73.95455745
40.85567264,-73.92941921
40.79879979,-73.96691948
40.84897766,-73.93293602
40.79549317,-73.96975264
40.72336424,-73.98462752
40.8463906,-73.94009873
40.85637024,-73.93014868
40.85908872,-73.92768757
40.79907855,-73.96299329
40.75598377,-73.99461826
40.71487,-73.99260512
40.74029535,-73.97695166
40.85001279,-73.93357114
40.86504797,-73.92419223
40.78006594,-73.94897956
40.7801099,-73.94908062
40.79169056,-73.97660162
40.84420285,-73.93966699
40.74665956,-73.99006809
40.86456039,-73.92154994
40.73291425,-74.00220102
40.85033046,-73.92781999
40.83311259,-73.94183802
40.84133806,-73.9358567
40.74244241,-73.98050554
40.84133806,-73.9358567
40.7730902,-73.98036298
40.81721779,-73.93635683
40.72395097,-73.98036663
40.77242019,-73.97872407
40.72602674,-73.98526189
40.85033046,-73.92781999
40.7305452,-74.00905995
40.73006227,-74.00689143
40.86504797,-73.92419223
40.85455791,-73.92879502
40.79640667,-73.96793194
40.76092705,-73.99452762
40.74429047,-73.98638742
40.79963531,-73.96169272
40.85029668,-73.93567094
40.82397401,-73.95055014
40.76227483,-73.99774747
40.73410788,-73.99090348
40.85362873,-73.93563519
40.86768184,-73.91863936
40.82053329,-73.93614411
40.82594842,-73.9409229
40.85844745,-73.92927889
40.80328677,-73.95670238
40.7189953,-73.99154407
40.85033046,-73.92781999
40.81080804,-73.9586735
40.74286362,-73.99063524
40.80122564,-73.95027808
40.76226084,-73.99188151
40.80925859,-73.9372567
40.7255627,-73.98390545
40.85132832,-73.94007983
40.82397401,-73.95055014
40.78087722,-73.94644052
40.77706446,-73.94575396
40.77384416,-73.95022271
40.74817783,-74.00133896
40.81918541,-73.95276841
40.85255953,-73.93298663
40.72030476,-73.99510455
40.79491792,-73.97451659
40.80117228,-73.96145706
40.87188626,-73.91799422
40.76045497,-73.99488502
40.86109314,-73.92895794
40.84490084,-73.94128557
40.72228596,-73.98807308
40.82200374,-73.93991835
40.73895671,-73.98136539
40.7255627,-73.98390545
40.73571645,-73.99294561
40.80925859,-73.9372567
40.78549394,-73.98208903
40.74538356,-73.99470934
40.80325915,-73.93824845
40.84963105,-73.92860511
40.73895671,-73.98136539
40.86303294,-73.92782428
40.86225027,-73.92291562
40.77816682,-73.97453383
40.84268236,-73.93981655
40.82046858,-73.9436375
40.79491792,-73.97451659
40.82873999,-73.94131428
40.80380188,-73.94788135
40.72395097,-73.98036663
40.85385615,-73.93493731
40.74478239,-73.9932911
40.76002907,-73.988467
40.72471676,-73.98038806
40.74768106,-73.97497496
40.80452535,-73.95157237
40.73453917,-74.00092734
40.85362873,-73.93563519
40.72832504,-73.9994588
40.73451721,-74.00108971
40.81281182,-73.94573927
40.74538356,-73.99470934
40.70740416,-74.00859874
40.75011283,-73.99632948
40.76300018,-73.95839271
40.81239472,-73.9521591
40.78657328,-73.94226507
40.8612564,-73.9266838
40.78513581,-73.97501866
40.81609862,-73.9376043
40.81918541,-73.95276841
40.81052771,-73.93924596
40.73915309,-74.00112587
40.8607337,-73.92913908
40.81442778,-73.94432902
40.80325915,-73.93824845
40.80325915,-73.93824845
40.74746681,-74.00569143
40.72483716,-73.97832075
40.82397401,-73.95055014
40.79643453,-73.94113689
40.85208394,-73.93170027
40.72483716,-73.97832075
40.79491792,-73.97451659
40.82053329,-73.93614411
40.80248567,-73.95075754
40.79789784,-73.93184977
40.7410799,-74.00155534
40.79916755,-73.93001006
40.78926089,-73.97385067
40.77720615,-73.95621024
40.71522944,-73.99084834
40.75700219,-73.9989388
40.75611289,-73.99876916
40.70883714,-74.00517594
40.70849954,-74.00491622
40.72134885,-73.97985151
40.73006227,-74.00689143
40.80028722,-73.95093976
40.72200917,-73.99337637
40.85717578,-73.93239997
40.81529946,-73.94773868
40.86441959,-73.92874469
40.7124875,-73.99192364
40.84122557,-73.93593993
40.84133806,-73.9358567
40.87249774,-73.91717268
40.87211558,-73.91627644
40.77434439,-73.97947804
40.80995848,-73.93723798
40.76226084,-73.99188151
40.80995848,-73.93723798
40.80995848,-73.93723798
40.79803964,-73.96743995
40.73292993,-73.98629593
40.75943924,-73.96348818
40.78466143,-73.97723602
40.84579846,-73.93631503
40.77319276,-73.95469289
40.82107204,-73.95532147
40.76397995,-73.96649276
40.76728631,-73.98990617
40.82180479,-73.93741107
40.85221752,-73.93991998
40.71341413,-73.98212643
40.74749438,-74.00168541
40.72689141,-73.9858101
40.80090229,-73.93482292
40.78466143,-73.97723602
40.86297483,-73.92284247
40.71389831,-73.9918874
40.76522941,-73.95979922
40.74129125,-74.00141461
40.78423253,-73.94917497
40.71651705,-74.00330433
40.81633091,-73.95280656
40.79541,-73.9667442
40.85229511,-73.94135856
40.81848297,-73.95328916
40.72272477,-73.98506781
40.72008066,-73.97920254
40.85073349,-73.93159322
40.82808988,-73.9368487
40.81848297,-73.95328916
40.76139645,-73.99566827
40.78062469,-73.94640461
40.84887401,-73.9340494
40.81157163,-73.94664702
40.76139645,-73.99566827
40.76290129,-73.95815453
40.79340329,-73.93910268
40.79102393,-73.95133661
40.84754647,-73.9356483
40.71341413,-73.98212643
40.74656899,-73.9901475
40.74738678,-73.97235854
40.86768184,-73.91863936
40.86633539,-73.92035113
40.74701869,-73.97117133
40.74701869,-73.97117133
40.73081426,-74.00806415
40.76657561,-73.99237556
40.74029535,-73.97695166
40.74408149,-73.98351483
40.81817148,-73.93870789
40.7726177,-73.95125258
40.74898479,-74.00136063
40.76061484,-73.96628147
40.84901037,-73.93741439
40.86669901,-73.92648618
40.73812652,-74.00319354
40.76452231,-73.98944091
40.71035229,-74.00400739
40.80178855,-73.93931895
40.86488501,-73.92686419
40.79748898,-73.93685606
40.85195695,-73.93046056
40.72929305,-73.98569052
40.70808211,-74.00872867
40.87188626,-73.91799422
40.70811505,-74.00876835
40.74642353,-73.99024858
40.79777495,-73.97347893
40.78397809,-73.97773096
40.71766624,-73.98556315
40.73007267,-73.98658516
40.74666106,-73.98035994
40.74640295,-73.97972484
40.73007267,-73.98658516
40.8381204,-73.94479707
40.8556644,-73.92940114
40.74707843,-73.98134147
40.86230784,-73.92280348
40.72779968,-73.98393016
40.74671872,-73.98048263
40.74640295,-73.97972484
40.74640295,-73.97972484
40.74348622,-73.98608805
40.77131486,-73.95344861
40.74707843,-73.98134147
40.76092705,-73.99452762
40.70685252,-74.00789533
40.74666106,-73.98035994
40.73286129,-73.98613718
40.83377382,-73.94135682
40.79186116,-73.94539159
40.74666106,-73.98035994
40.74666106,-73.98035994
40.74606813,-73.97996674
40.86297483,-73.92284247
40.84623342,-73.93869649
40.74666106,-73.98035994
40.86522878,-73.91964383
40.80044467,-73.96980095
40.74671872,-73.98048263
40.74666106,-73.98035994
40.74666106,-73.98035994
40.80669795,-73.94291226
40.76452231,-73.98944091
40.7379177,-73.99222367
40.79138024,-73.93876867
40.84623342,-73.93869649
40.80428264,-73.95548084
40.74640295,-73.97972484
40.79186116,-73.94539159
40.76717359,-73.98800367
40.74640295,-73.97972484
40.80479185,-73.95220791
40.74563995,-73.97996326
40.76717359,-73.98800367
40.72471676,-73.98038806
40.74640295,-73.97972484
40.74675991,-73.98055119
40.86380409,-73.92339827
40.74606813,-73.97996674
40.74640295,-73.97972484
40.81281182,-73.94573927
40.76405629,-73.96475634
40.74666106,-73.98035994
40.74666106,-73.98035994
40.85033046,-73.92781999
40.74706709,-73.97923742
40.7960484,-73.97297759
40.74640295,-73.97972484
40.73116558,-73.99192138
40.80463526,-73.95185403
40.77395762,-73.95961342
40.74666106,-73.98035994
40.74666106,-73.98035994
40.80475889,-73.95214291
40.74640295,-73.97972484
40.7765625,-73.95270477
40.74639158,-73.97763525
40.80463526,-73.95185403
40.82481921,-73.93874874
40.78303709,-73.95212964
40.74640295,-73.97972484
40.74671872,-73.98048263
40.8450841,-73.93499288
40.7455572,-73.97774741
40.71486199,-73.99818555
40.74120774,-73.98349749
40.78303709,-73.95212964
40.74370385,-73.99680259
40.7965615,-73.97225505
40.74370385,-73.99680259
40.76300018,-73.95839271
40.74658583,-74.00363785
40.82037898,-73.9401366
40.78984238,-73.97216757
40.85362873,-73.93563519
40.78785948,-73.97953888
40.72832504,-73.9994588
40.79491792,-73.97451659
40.72723158,-73.98445345
40.77395762,-73.95961342
40.77072167,-73.95988616
40.75171258,-73.9726924
40.82046858,-73.9436375
40.72885144,-73.98828839
40.8589973,-73.93078218
40.78958238,-73.97547563
40.74029535,-73.97695166
40.84502287,-73.93844461
40.72269765,-73.98786376
40.72111717,-73.99421703
40.79043237,-73.97167618
40.80450501,-73.95559267
40.75544474,-73.96988633
40.72279616,-73.98523374
40.79491792,-73.97451659
40.82071873,-73.93900181
40.74473857,-74.00481424
40.74470838,-74.00474206
40.82740689,-73.94295592
40.81931179,-73.95308265
40.72972328,-73.98085563
40.74498008,-74.00534476
40.75011283,-73.99632948
40.83736201,-73.94305219
40.72885144,-73.98828839
40.72488931,-73.97828105
40.71915514,-73.97641785
40.74640295,-73.97972484
40.74640295,-73.97972484
40.74640295,-73.97972484
40.79137231,-73.96610338
40.83075026,-73.94951524
40.81448964,-73.9417423
40.745304,-74.00434151
40.74640295,-73.97972484
40.74675991,-73.98055119
40.72354594,-74.01058507
40.71939588,-73.98959236
40.72176714,-73.98749235
40.76664348,-73.9847872
40.86568484,-73.92027598
40.78910863,-73.95257668
40.74640295,-73.97972484
40.74706709,-73.97923742
40.74666106,-73.98035994
40.76879592,-73.98992038
40.82648453,-73.94851037
40.71431234,-73.98716549
40.74743675,-74.00064962
40.78785948,-73.97953888
40.74691989,-73.97122912
40.76538925,-73.98570443
40.74470838,-74.00474206
40.70685252,-74.00789533
40.74513924,-74.00601242
40.74470838,-74.00469514
40.79043237,-73.97167618
40.82682709,-73.94733938
40.73528558,-74.00603679
40.71107112,-73.99082727
40.74572744,-73.97812268
40.74522982,-74.00595829
40.74691989,-73.97122912
40.74754284,-73.97078133
40.72483963,-73.97688846
40.72916768,-74.00119065
40.72483963,-73.97688846
40.76273119,-73.97834091
40.70950557,-74.01800237
40.74768106,-73.97497496
40.74666106,-73.98035994
40.73006227,-74.00689143
40.76461017,-73.9896972
40.7364797,-74.00151915
40.74715496,-73.97946837
40.74666106,-73.98035994
40.80359291,-73.95343326
40.74666106,-73.98035994
40.73875757,-74.0081048
40.7189953,-73.99154407
40.745304,-74.00434151
40.745304,-74.00434151
40.74581448,-74.00553249
40.84897278,-73.93398785
40.74868888,-73.97734215
40.78624988,-73.97370018
40.8008866,-73.96079985
40.73296636,-74.00383916
40.74671872,-73.98048263
40.70563373,-74.00937757
40.70619093,-74.00916485
40.72584322,-73.98862805
40.85362873,-73.93563519
40.74640295,-73.97972484
40.73381166,-74.00589232
40.7740612,-73.95069552
40.72929305,-73.98569052
40.85229511,-73.94135856
40.74640295,-73.97972484
40.86463882,-73.919847
40.74671872,-73.98048263
40.85229511,-73.94135856
40.85033046,-73.92781999
40.75603531,-73.9869481
40.71796329,-74.0082105
40.73588925,-73.99120995
40.85362873,-73.93563519
40.75183616,-73.97298109
40.81954484,-73.94061787
40.85181685,-73.94003963
40.80520946,-73.95320817
40.84897766,-73.93293602
40.72547869,-73.99690087
40.72809166,-73.99566322
40.7989823,-73.94244934
40.81194254,-73.96134244
40.78920559,-73.95481561
40.72569826,-73.99655812
40.85844745,-73.92927889
40.85746291,-73.93533143
40.74666106,-73.98035994
40.77824583,-73.96235856
40.87289918,-73.918181
40.87289918,-73.918181
40.87289918,-73.918181
40.87289918,-73.918181
40.75603531,-73.9869481
40.78062469,-73.94640461
40.74647293,-73.99021609
40.80307533,-73.93838587
40.72083177,-73.99560236
40.7561807,-73.98624422
40.75603531,-73.9869481
40.71439788,-73.99229856
40.77246288,-73.98984401
40.78062469,-73.94640461
40.74674185,-73.97274136
40.80457174,-73.93939588
40.74510365,-73.99599774
40.7412705,-73.98114462
40.84696338,-73.93846088
40.74408149,-73.98351483
40.76139645,-73.99566827
40.81848297,-73.95328916
40.779925,-73.95319345
40.84696338,-73.93846088
40.71716432,-73.9889073
40.7993552,-73.94740446
40.73419065,-73.97516766
40.7502577,-73.98765663
40.7502577,-73.98765663
40.7502577,-73.98765663
40.75054863,-73.98754108
40.7502577,-73.98765663
40.75018357,-73.98747258
40.74403233,-73.97088752
40.7502577,-73.98765663
40.7502577,-73.98765663
40.7500683,-73.98755561
40.7500683,-73.98755561
40.75025767,-73.98744369
40.7502577,-73.98765663
40.75054863,-73.98754108
40.75025767,-73.98744369
40.7502577,-73.98765663
40.7502577,-73.98765663
40.7502577,-73.98765663
40.75054863,-73.98754108
